g111	g112	g113	g121	g122	g123	g131	g132	g133	g14	g15	g211	g212	g213	g214	g215	g216	g217	g218	g219	g2110	g22	g23	g24	g25	g26	g3
2 3	1 2	2 3	7 10	4 7	4 6	1 2	3 4	4 6	3 4	0 0	6 9	41 41	86 86	184 184	9 9	39 39	16697 16697	4 4	1 1	5 5	2 3	1 2	4 6	2 3	0 1	80000 120000	
1 2	2 3	1 2	8 12	4 7	8 12	1 2	3 4	0 1	4 6	1 1	24 36	7 7	21 21	43 43	1 1	6 6	3245 3245	17 17	3 3	2 2	4 6	3 4	4 6	2 3	4 6	320000 480000	
3 4	2 3	2 3	5 8	3 4	1 2	3 4	0 1	3 4	4 6	0 0	8 13	35 35	80 80	156 156	7 7	38 38	15124 15124	0 0	5 5	3 3	3 4	0 1	0 1	1 2	1 2	138913 208370	
0 1	1 2	2 3	2 3	4 7	1 2	0 0	0 0	4 7	4 6	0 0	2 3	27 27	51 51	122 122	5 5	21 21	10506 10506	9 9	4 4	1 1	3 4	4 6	2 3	3 4	0 1	80000 120000	
2 3	0 0	2 3	6 9	8 12	4 7	1 2	3 4	4 7	4 6	0 0	6 9	40 40	72 72	156 156	8 8	37 37	16209 16209	7 7	4 4	4 4	4 6	2 3	1 2	2 3	0 1	80000 120000	
1 2	0 1	0 1	2 3	6 9	5 8	4 6	1 2	1 2	2 3	1 1	15 22	28 28	61 61	88 88	6 6	9 9	10253 10253	7 7	1 1	2 2	3 4	3 4	1 2	3 4	2 3	213161 319742	
0 1	3 4	1 2	7 10	5 8	4 7	3 4	3 4	6 9	4 6	1 1	19 28	17 17	43 43	61 61	4 4	32 32	7328 7328	8 8	3 3	4 4	0 1	2 3	2 3	3 4	3 4	278733 418100	
2 3	1 2	2 3	4 6	8 12	2 3	0 1	3 4	6 9	2 3	1 1	20 30	38 38	81 81	171 171	9 9	48 48	15814 15814	14 14	3 3	4 4	4 6	0 1	2 3	1 2	3 4	266280 399420	
3 4	1 2	1 2	6 9	7 10	6 9	4 6	0 1	3 4	1 2	0 0	3 4	7 7	2 2	30 30	1 1	21 21	970 970	8 8	5 5	2 2	2 3	1 2	2 3	2 3	0 1	84386 126579	
2 3	0 0	0 1	7 10	6 9	7 10	4 6	3 4	0 1	0 1	0 0	11 16	50 50	88 88	191 191	10 10	42 42	19286 19286	20 20	5 5	5 5	4 6	0 1	2 3	2 3	1 2	156800 235201	
0 1	2 3	3 4	7 10	4 6	1 2	4 6	2 3	2 3	0 1	1 1	16 24	8 8	28 28	43 43	3 3	32 32	5022 5022	8 8	3 3	5 5	0 1	4 6	4 6	4 6	3 4	260820 391230	
3 4	0 1	3 4	3 4	4 7	8 12	0 1	2 3	5 8	3 4	0 0	8 12	50 50	89 89	190 190	10 10	25 25	18174 18174	6 6	4 4	2 2	4 6	2 3	3 4	0 1	1 2	145817 218726	
0 1	2 3	1 2	7 10	2 3	4 7	3 4	0 0	5 8	1 2	0 0	0 1	33 33	71 71	158 158	6 6	38 38	14079 14079	4 4	5 5	4 4	2 3	3 4	2 3	2 3	0 1	80000 120000	
0 1	0 1	2 3	4 6	8 12	4 7	4 6	2 3	3 4	4 6	1 1	14 21	43 43	95 95	162 162	8 8	6 6	17887 17887	8 8	4 4	2 2	1 2	4 6	3 4	1 2	2 3	220824 331236	
1 2	2 3	1 2	8 12	8 12	4 6	3 4	3 4	6 9	3 4	0 0	4 6	8 8	10 10	10 10	0 0	14 14	1707 1707	1 1	3 3	2 2	4 6	0 1	2 3	2 3	0 1	80000 120000	
2 3	0 0	3 4	7 10	8 12	4 6	0 0	2 3	0 1	4 6	1 1	14 21	27 27	57 57	90 90	6 6	38 38	9962 9962	8 8	2 2	2 2	1 2	0 1	1 2	4 6	2 3	207764 311647	
0 0	3 4	0 1	8 12	6 9	6 9	0 0	3 4	0 1	3 4	1 1	12 18	44 44	93 93	196 196	10 10	24 24	18771 18771	9 9	4 4	1 1	1 2	1 2	3 4	0 1	2 3	189841 284762	
3 4	1 2	0 1	6 9	6 9	4 7	1 2	1 2	4 7	4 6	1 1	15 22	23 23	28 28	81 81	3 3	43 43	7304 7304	1 1	4 4	1 1	2 3	4 6	0 1	3 4	2 3	180516 270774	
3 4	2 3	3 4	6 9	4 7	8 12	4 6	0 0	4 7	2 3	1 1	17 26	15 15	37 37	54 54	3 3	18 18	5586 5586	1 1	1 1	4 4	3 4	2 3	4 6	1 2	3 4	226500 339750	
1 2	0 0	0 0	2 3	5 8	4 6	0 0	0 0	1 2	3 4	1 1	10 15	34 34	76 76	119 119	7 7	50 50	13451 13451	13 13	2 2	5 5	0 1	1 2	2 3	4 6	2 3	200475 300712	
0 1	1 2	0 0	8 12	5 8	4 7	3 4	3 4	4 7	4 6	1 1	22 33	26 26	43 43	82 82	5 5	41 41	8988 8988	17 17	2 2	5 5	1 2	1 2	4 6	1 2	3 4	270020 405031	
3 4	3 4	0 0	3 4	8 12	6 9	2 3	1 2	3 4	4 6	1 1	16 25	44 44	100 100	189 189	9 9	28 28	19409 19409	4 4	2 2	4 4	0 1	2 3	2 3	3 4	2 3	172274 258411	
1 2	0 0	0 0	6 9	1 2	1 2	0 1	0 1	2 3	0 1	1 1	21 32	32 32	66 66	144 144	7 7	15 15	14332 14332	15 15	5 5	2 2	2 3	2 3	3 4	3 4	3 4	252053 378080	
0 0	0 0	0 0	1 2	4 6	5 8	0 1	0 0	4 7	4 6	1 1	20 30	31 31	69 69	136 136	7 7	35 35	14195 14195	9 9	5 5	1 1	2 3	0 1	2 3	2 3	3 4	271589 407384	
0 1	0 1	2 3	8 12	4 7	5 8	4 6	0 1	0 1	4 6	0 0	6 9	43 43	99 99	169 169	9 9	12 12	18232 18232	4 4	1 1	3 3	4 6	4 6	4 6	1 2	1 2	120592 180889	
2 3	2 3	0 1	0 1	5 8	4 7	2 3	0 0	6 9	2 3	0 0	8 13	30 30	76 76	138 138	6 6	27 27	13464 13464	2 2	4 4	1 1	0 1	1 2	3 4	1 2	1 2	151846 227769	
1 2	1 2	2 3	4 6	3 4	4 6	3 4	2 3	4 7	1 2	1 1	24 36	27 27	53 53	74 74	5 5	6 6	9121 9121	15 15	3 3	4 4	3 4	0 1	4 6	3 4	4 6	318848 478273	
1 2	1 2	2 3	6 9	8 12	2 3	1 2	2 3	0 1	2 3	1 1	17 26	10 10	5 5	40 40	1 1	17 17	2078 2078	3 3	1 1	2 2	2 3	0 1	3 4	0 1	3 4	271754 407631	
3 4	1 2	0 0	6 9	1 2	3 4	0 1	0 0	6 9	4 6	0 0	0 1	6 6	2 2	10 10	0 0	7 7	979 979	16 16	3 3	5 5	4 6	4 6	2 3	3 4	0 1	80000 120000	
1 2	0 0	0 0	4 6	4 6	6 9	2 3	0 1	6 9	3 4	0 0	9 14	9 9	16 16	20 20	3 3	32 32	3769 3769	10 10	1 1	4 4	3 4	0 1	3 4	0 1	1 2	109718 164577	
0 0	3 4	2 3	3 4	5 8	4 6	4 6	0 0	4 6	3 4	1 1	18 27	32 32	72 72	121 121	7 7	12 12	12494 12494	10 10	3 3	5 5	0 1	4 6	1 2	1 2	3 4	248942 373413	
0 1	2 3	3 4	1 2	8 12	4 6	1 2	3 4	3 4	1 2	0 0	7 10	8 8	11 11	57 57	2 2	37 37	3844 3844	16 16	3 3	2 2	4 6	2 3	1 2	1 2	0 1	84733 127100	
2 3	2 3	1 2	8 12	1 2	4 7	1 2	1 2	6 9	3 4	0 0	0 1	40 40	74 74	157 157	8 8	35 35	14857 14857	20 20	5 5	4 4	3 4	1 2	3 4	3 4	0 1	94746 142119	
0 1	0 1	1 2	2 3	4 6	4 7	2 3	1 2	2 3	1 2	0 0	8 12	9 9	6 6	17 17	0 0	38 38	1582 1582	2 2	4 4	1 1	2 3	2 3	0 1	3 4	1 2	134942 202413	
0 0	1 2	3 4	2 3	6 9	8 12	3 4	0 1	2 3	4 6	1 1	13 20	5 5	19 19	20 20	1 1	31 31	1750 1750	7 7	5 5	2 2	3 4	1 2	0 1	3 4	2 3	161299 241948	
0 1	3 4	0 1	2 3	1 2	0 1	0 1	1 2	3 4	0 1	1 1	21 32	22 22	50 50	73 73	5 5	30 30	9025 9025	1 1	1 1	1 1	2 3	4 6	4 6	1 2	3 4	232036 348054	
1 2	2 3	0 1	1 2	3 4	3 4	3 4	1 2	4 6	1 2	1 1	14 21	31 31	72 72	140 140	6 6	46 46	12606 12606	8 8	1 1	1 1	2 3	3 4	3 4	4 6	2 3	171041 256562	
1 2	1 2	2 3	4 6	7 10	5 8	1 2	3 4	3 4	4 6	0 0	0 1	49 49	97 97	200 200	9 9	18 18	19550 19550	1 1	5 5	4 4	2 3	0 1	2 3	4 6	0 1	83808 125712	
0 1	2 3	3 4	4 7	8 12	3 4	0 0	3 4	5 8	4 6	1 1	20 30	3 3	13 13	11 11	1 1	48 48	912 912	10 10	4 4	1 1	1 2	4 6	1 2	4 6	3 4	240934 361401	
3 4	0 0	0 0	8 12	2 3	4 7	1 2	0 0	1 2	2 3	1 1	15 22	33 33	63 63	145 145	7 7	2 2	12577 12577	15 15	5 5	2 2	4 6	4 6	3 4	3 4	2 3	216808 325213	
1 2	2 3	2 3	6 9	5 8	1 2	2 3	0 0	4 7	0 1	1 1	18 27	11 11	30 30	33 33	3 3	24 24	4364 4364	15 15	1 1	1 1	1 2	1 2	1 2	1 2	3 4	239037 358556	
0 1	1 2	2 3	4 6	8 12	2 3	4 6	0 1	6 9	1 2	1 1	20 31	12 12	14 14	43 43	1 1	42 42	3624 3624	2 2	4 4	1 1	2 3	4 6	4 6	4 6	4 6	320000 480000	
3 4	1 2	1 2	8 12	2 3	8 12	2 3	0 1	4 7	1 2	0 0	3 4	0 0	3 3	10 10	1 1	44 44	247 247	15 15	5 5	3 3	1 2	4 6	3 4	4 6	0 1	80000 120000	
3 4	3 4	2 3	5 8	7 10	7 10	4 6	0 1	1 2	2 3	1 1	16 25	1 1	2 2	22 22	2 2	18 18	1821 1821	6 6	1 1	4 4	0 1	4 6	3 4	2 3	3 4	227023 340534	
3 4	1 2	0 0	4 6	3 4	5 8	0 0	0 1	5 8	2 3	1 1	20 31	12 12	41 41	53 53	4 4	24 24	6305 6305	4 4	1 1	5 5	3 4	4 6	1 2	0 1	3 4	251654 377481	
0 0	3 4	1 2	0 1	7 10	7 10	0 0	1 2	2 3	2 3	0 0	4 6	28 28	67 67	113 113	5 5	25 25	12178 12178	11 11	5 5	3 3	1 2	3 4	1 2	1 2	0 1	86625 129938	
2 3	0 0	0 0	2 3	4 7	3 4	4 6	1 2	0 1	2 3	1 1	24 36	3 3	17 17	44 44	2 2	20 20	2504 2504	17 17	4 4	4 4	0 1	4 6	2 3	2 3	4 6	320000 480000	
0 1	2 3	3 4	5 8	6 9	8 12	1 2	1 2	5 8	2 3	0 0	11 16	8 8	21 21	20 20	1 1	22 22	3940 3940	9 9	3 3	1 1	3 4	4 6	0 1	3 4	1 2	156404 234606	
0 1	2 3	3 4	4 6	5 8	0 1	3 4	0 1	4 6	3 4	0 0	9 14	21 21	28 28	75 75	3 3	18 18	6765 6765	7 7	2 2	5 5	3 4	4 6	3 4	2 3	1 2	139644 209467	
2 3	3 4	3 4	1 2	6 9	4 6	0 0	3 4	1 2	1 2	1 1	19 28	0 0	7 7	33 33	2 2	50 50	1779 1779	10 10	4 4	5 5	4 6	0 1	2 3	2 3	3 4	284104 426157	
0 1	3 4	2 3	3 4	8 12	3 4	3 4	0 1	6 9	2 3	1 1	16 25	47 47	98 98	196 196	9 9	29 29	18462 18462	2 2	2 2	3 3	3 4	1 2	2 3	2 3	2 3	199972 299958	
0 0	1 2	2 3	7 10	1 2	0 1	0 1	0 1	4 6	0 1	0 0	3 4	37 37	61 61	155 155	8 8	29 29	13678 13678	20 20	4 4	3 3	3 4	2 3	4 6	4 6	0 1	80000 120000	
1 2	2 3	2 3	4 7	6 9	5 8	0 1	2 3	2 3	2 3	0 0	9 14	48 48	94 94	165 165	9 9	1 1	17781 17781	17 17	3 3	2 2	0 1	2 3	2 3	0 1	1 2	133888 200832	
0 0	3 4	2 3	7 10	7 10	0 1	4 6	3 4	4 7	4 6	0 0	12 18	31 31	60 60	127 127	6 6	14 14	10793 10793	13 13	1 1	5 5	0 1	1 2	0 1	4 6	1 2	148671 223006	
0 1	0 1	0 1	0 1	2 3	3 4	2 3	2 3	4 7	2 3	0 0	4 7	11 11	19 19	50 50	2 2	44 44	5650 5650	14 14	2 2	2 2	4 6	3 4	4 6	4 6	0 1	80000 120000	
3 4	0 0	3 4	7 10	1 2	7 10	4 6	0 0	4 6	4 6	0 0	2 3	44 44	93 93	184 184	9 9	45 45	18791 18791	7 7	1 1	3 3	1 2	1 2	4 6	3 4	0 1	80000 120000	
1 2	0 0	3 4	5 8	8 12	4 6	0 0	1 2	3 4	0 1	0 0	12 19	35 35	66 66	128 128	8 8	30 30	13942 13942	1 1	5 5	2 2	0 1	1 2	4 6	0 1	1 2	112043 168064	
2 3	3 4	0 1	4 6	6 9	0 1	2 3	2 3	1 2	3 4	1 1	22 33	29 29	67 67	110 110	5 5	38 38	12035 12035	18 18	1 1	5 5	1 2	1 2	2 3	2 3	3 4	271245 406868	
2 3	3 4	1 2	1 2	5 8	3 4	1 2	3 4	1 2	4 6	1 1	13 20	8 8	6 6	10 10	0 0	5 5	1268 1268	9 9	2 2	2 2	3 4	3 4	0 1	1 2	2 3	222791 334186	
2 3	0 1	2 3	0 1	4 6	5 8	0 1	0 0	1 2	3 4	1 1	19 28	23 23	49 49	107 107	6 6	43 43	9959 9959	20 20	2 2	4 4	3 4	0 1	2 3	3 4	3 4	286655 429982	
3 4	0 1	0 0	3 4	6 9	4 6	2 3	3 4	5 8	1 2	0 0	12 19	5 5	15 15	17 17	1 1	20 20	1208 1208	1 1	2 2	1 1	1 2	4 6	2 3	2 3	1 2	115728 173592	
0 1	0 1	0 0	8 12	3 4	5 8	0 1	0 1	0 1	1 2	1 1	16 24	44 44	86 86	178 178	7 7	17 17	16756 16756	13 13	4 4	4 4	4 6	1 2	1 2	3 4	2 3	174282 261423	
1 2	2 3	0 0	4 6	3 4	8 12	3 4	2 3	5 8	2 3	0 0	5 8	30 30	70 70	112 112	7 7	45 45	12015 12015	12 12	5 5	2 2	2 3	4 6	3 4	0 1	1 2	137535 206302	
2 3	1 2	0 1	3 4	4 6	3 4	1 2	2 3	5 8	4 6	1 1	20 31	27 27	51 51	96 96	4 4	23 23	10199 10199	13 13	3 3	3 3	0 1	2 3	4 6	2 3	3 4	269329 403994	
3 4	1 2	3 4	0 1	8 12	0 1	4 6	0 0	5 8	3 4	1 1	22 33	16 16	32 32	94 94	3 3	22 22	7915 7915	12 12	5 5	1 1	1 2	0 1	2 3	3 4	3 4	224198 336297	
0 0	3 4	3 4	1 2	7 10	8 12	1 2	1 2	5 8	4 6	0 0	4 6	33 33	51 51	122 122	5 5	27 27	11455 11455	12 12	4 4	2 2	4 6	1 2	1 2	4 6	0 1	80000 120000	
2 3	3 4	3 4	4 7	6 9	4 7	4 6	3 4	6 9	4 6	0 0	9 14	0 0	2 2	10 10	0 0	31 31	377 377	16 16	2 2	1 1	3 4	2 3	0 1	4 6	1 2	96720 145081	
1 2	0 1	1 2	4 7	1 2	3 4	0 1	0 0	3 4	2 3	0 0	4 7	18 18	32 32	68 68	3 3	40 40	6018 6018	12 12	1 1	2 2	0 1	0 1	1 2	4 6	0 1	80000 120000	
2 3	2 3	0 0	6 9	4 6	4 7	2 3	1 2	0 1	0 1	0 0	1 2	30 30	46 46	90 90	5 5	13 13	10070 10070	19 19	2 2	5 5	4 6	4 6	1 2	0 1	0 1	80000 120000	
3 4	0 0	1 2	6 9	4 6	2 3	0 1	0 1	1 2	2 3	0 0	1 2	0 0	2 2	18 18	1 1	6 6	262 262	8 8	3 3	1 1	0 1	1 2	2 3	1 2	0 1	80000 120000	
1 2	1 2	0 0	8 12	8 12	0 1	1 2	2 3	5 8	2 3	1 1	17 26	26 26	43 43	98 98	4 4	46 46	9565 9565	17 17	3 3	5 5	3 4	1 2	2 3	1 2	3 4	230866 346299	
1 2	3 4	2 3	3 4	5 8	5 8	0 0	3 4	0 1	4 6	1 1	17 26	6 6	24 24	39 39	2 2	36 36	3622 3622	13 13	3 3	1 1	0 1	3 4	0 1	4 6	2 3	185323 277984	
1 2	0 0	1 2	5 8	5 8	7 10	1 2	3 4	4 6	3 4	1 1	23 34	17 17	37 37	66 66	3 3	10 10	6285 6285	19 19	1 1	4 4	1 2	0 1	1 2	4 6	4 6	320000 480000	
0 0	1 2	0 1	0 1	5 8	5 8	4 6	1 2	2 3	1 2	0 0	1 2	43 43	84 84	167 167	8 8	33 33	17464 17464	14 14	1 1	5 5	4 6	1 2	2 3	4 6	0 1	80000 120000	
0 0	1 2	2 3	2 3	8 12	1 2	3 4	3 4	1 2	1 2	0 0	9 14	44 44	84 84	168 168	8 8	32 32	18297 18297	7 7	3 3	3 3	4 6	4 6	3 4	1 2	1 2	113624 170437	
1 2	2 3	2 3	8 12	5 8	4 6	4 6	3 4	1 2	4 6	0 0	11 16	38 38	78 78	156 156	9 9	16 16	16210 16210	18 18	1 1	2 2	4 6	1 2	0 1	4 6	1 2	131475 197212	
0 0	0 1	0 0	5 8	4 6	6 9	3 4	0 1	6 9	2 3	0 0	4 6	1 1	13 13	10 10	1 1	23 23	2170 2170	1 1	5 5	2 2	0 1	2 3	4 6	4 6	0 1	80000 120000	
0 1	3 4	1 2	2 3	5 8	8 12	4 6	3 4	3 4	4 6	0 0	10 15	9 9	15 15	29 29	2 2	9 9	2971 2971	0 0	5 5	2 2	1 2	2 3	3 4	4 6	1 2	116573 174860	
0 1	0 1	3 4	4 6	3 4	0 1	1 2	0 1	0 1	2 3	1 1	19 28	29 29	46 46	110 110	5 5	15 15	11073 11073	12 12	3 3	4 4	4 6	2 3	4 6	1 2	3 4	282208 423313	
3 4	0 0	0 1	2 3	1 2	1 2	3 4	2 3	3 4	4 6	1 1	21 32	24 24	55 55	92 92	5 5	42 42	10805 10805	18 18	1 1	1 1	4 6	1 2	4 6	3 4	4 6	298953 448430	
3 4	0 0	3 4	4 7	5 8	7 10	3 4	0 1	0 1	4 6	1 1	14 21	11 11	28 28	27 27	2 2	38 38	4017 4017	20 20	1 1	1 1	4 6	0 1	3 4	2 3	2 3	217157 325736	
0 0	0 0	0 0	8 12	8 12	8 12	3 4	3 4	4 6	0 1	0 0	8 12	33 33	73 73	147 147	7 7	28 28	14658 14658	12 12	3 3	1 1	0 1	4 6	0 1	3 4	0 1	80000 120000	
1 2	1 2	1 2	8 12	2 3	3 4	0 0	0 0	4 7	3 4	0 0	8 13	36 36	79 79	147 147	7 7	39 39	15208 15208	8 8	5 5	5 5	4 6	4 6	1 2	3 4	1 2	139032 208548	
0 1	2 3	0 0	2 3	1 2	8 12	2 3	0 1	0 1	1 2	0 0	5 8	10 10	12 12	10 10	1 1	49 49	2559 2559	2 2	5 5	4 4	0 1	4 6	4 6	0 1	0 1	80000 120000	
3 4	2 3	3 4	7 10	4 7	4 6	4 6	0 0	6 9	1 2	1 1	19 28	19 19	47 47	66 66	5 5	9 9	8379 8379	8 8	3 3	1 1	4 6	0 1	0 1	4 6	3 4	261575 392362	
0 1	0 0	3 4	8 12	6 9	7 10	0 1	0 0	2 3	3 4	0 0	5 8	28 28	53 53	93 93	6 6	46 46	10828 10828	2 2	4 4	4 4	0 1	2 3	3 4	1 2	0 1	80000 120000	
3 4	0 1	3 4	3 4	6 9	2 3	0 0	1 2	6 9	4 6	1 1	19 28	3 3	12 12	14 14	1 1	24 24	2928 2928	2 2	3 3	4 4	3 4	4 6	4 6	0 1	3 4	265477 398216	
3 4	1 2	1 2	2 3	3 4	2 3	0 1	3 4	3 4	2 3	1 1	15 22	18 18	41 41	67 67	5 5	27 27	8351 8351	12 12	4 4	2 2	3 4	3 4	3 4	3 4	2 3	192709 289064	
0 0	0 0	0 0	3 4	8 12	1 2	2 3	0 1	6 9	2 3	1 1	18 27	5 5	19 19	28 28	2 2	18 18	2522 2522	1 1	1 1	5 5	3 4	2 3	3 4	2 3	3 4	283755 425632	
0 0	0 1	0 1	4 7	1 2	3 4	0 1	0 0	0 1	3 4	1 1	20 30	26 26	40 40	78 78	5 5	35 35	9302 9302	1 1	3 3	5 5	3 4	4 6	3 4	1 2	3 4	224640 336961	
2 3	2 3	0 0	4 6	5 8	5 8	2 3	2 3	5 8	1 2	1 1	20 31	8 8	21 21	49 49	2 2	13 13	2964 2964	0 0	4 4	2 2	2 3	1 2	1 2	2 3	4 6	293559 440338	
1 2	1 2	0 1	0 1	4 7	0 1	3 4	1 2	5 8	2 3	1 1	15 22	30 30	48 48	104 104	4 4	22 22	10114 10114	13 13	2 2	5 5	4 6	3 4	2 3	1 2	2 3	169740 254610	
3 4	1 2	1 2	7 10	4 6	6 9	0 0	0 0	4 7	4 6	0 0	4 7	48 48	88 88	193 193	10 10	49 49	17563 17563	12 12	3 3	5 5	4 6	0 1	1 2	2 3	0 1	80000 120000	
2 3	2 3	3 4	5 8	7 10	3 4	3 4	3 4	0 1	1 2	0 0	0 1	43 43	90 90	151 151	8 8	14 14	16393 16393	19 19	1 1	1 1	4 6	1 2	1 2	1 2	0 1	80000 120000	
0 0	3 4	0 1	2 3	7 10	8 12	0 1	1 2	0 1	0 1	1 1	15 22	42 42	81 81	152 152	7 7	25 25	16884 16884	0 0	4 4	1 1	2 3	2 3	4 6	3 4	2 3	185729 278594	
0 1	1 2	2 3	7 10	4 6	8 12	4 6	0 0	1 2	3 4	0 0	4 6	40 40	94 94	172 172	9 9	48 48	17407 17407	14 14	5 5	3 3	1 2	2 3	1 2	4 6	0 1	80000 120000	
2 3	2 3	0 0	4 7	2 3	4 6	3 4	1 2	4 6	0 1	1 1	12 19	3 3	10 10	11 11	0 0	14 14	1246 1246	4 4	3 3	5 5	0 1	4 6	4 6	1 2	2 3	216260 324390	
0 0	1 2	2 3	8 12	4 6	1 2	0 0	0 0	6 9	1 2	0 0	9 14	12 12	37 37	50 50	2 2	3 3	5622 5622	2 2	4 4	4 4	1 2	0 1	1 2	3 4	1 2	129383 194074	
3 4	2 3	0 1	4 6	6 9	3 4	0 1	0 1	1 2	0 1	1 1	22 33	46 46	74 74	158 158	8 8	50 50	16870 16870	12 12	5 5	1 1	2 3	4 6	4 6	3 4	4 6	295344 443017	
1 2	2 3	3 4	6 9	6 9	4 6	3 4	1 2	0 1	1 2	0 0	6 9	33 33	61 61	130 130	6 6	5 5	13050 13050	3 3	2 2	2 2	4 6	0 1	0 1	2 3	1 2	139531 209296	
1 2	2 3	3 4	5 8	2 3	7 10	2 3	3 4	5 8	2 3	0 0	8 12	46 46	95 95	161 161	9 9	44 44	17828 17828	10 10	3 3	2 2	0 1	1 2	4 6	0 1	1 2	101089 151634	
3 4	0 0	2 3	7 10	8 12	4 7	3 4	1 2	0 1	3 4	1 1	20 30	10 10	23 23	27 27	1 1	36 36	3152 3152	1 1	1 1	4 4	4 6	3 4	1 2	4 6	4 6	320000 480000	
0 1	0 1	1 2	7 10	4 6	6 9	0 1	0 1	1 2	2 3	0 0	4 7	2 2	12 12	22 22	0 0	37 37	672 672	4 4	1 1	1 1	2 3	3 4	1 2	0 1	0 1	80000 120000	
0 0	0 0	0 0	7 10	7 10	8 12	3 4	0 1	4 6	1 2	0 0	2 3	13 13	24 24	30 30	2 2	6 6	4265 4265	13 13	3 3	3 3	0 1	2 3	3 4	4 6	0 1	80000 120000	
2 3	1 2	1 2	4 7	4 7	0 1	3 4	0 1	5 8	3 4	0 0	8 12	43 43	94 94	167 167	9 9	48 48	18341 18341	6 6	3 3	1 1	3 4	1 2	0 1	2 3	0 1	80000 120000	
0 0	2 3	0 0	0 1	1 2	5 8	3 4	0 1	5 8	2 3	1 1	14 21	17 17	43 43	58 58	4 4	32 32	7123 7123	6 6	4 4	3 3	3 4	0 1	2 3	1 2	2 3	175421 263132	
2 3	1 2	1 2	1 2	8 12	3 4	4 6	1 2	6 9	0 1	0 0	6 9	35 35	68 68	124 124	7 7	15 15	12719 12719	10 10	1 1	3 3	1 2	2 3	2 3	3 4	0 1	80000 120000	
0 0	3 4	0 0	7 10	2 3	1 2	1 2	1 2	4 6	2 3	0 0	4 7	4 4	19 19	50 50	2 2	36 36	3531 3531	8 8	5 5	1 1	4 6	3 4	3 4	4 6	0 1	80000 120000	
2 3	0 0	0 0	2 3	7 10	0 1	1 2	3 4	3 4	0 1	1 1	20 31	8 8	17 17	64 64	3 3	28 28	4599 4599	8 8	5 5	5 5	4 6	0 1	4 6	1 2	3 4	251846 377769	
3 4	0 1	1 2	3 4	3 4	4 6	1 2	2 3	4 7	1 2	1 1	12 18	41 41	88 88	148 148	7 7	31 31	15769 15769	17 17	5 5	1 1	0 1	2 3	4 6	0 1	2 3	217584 326377	
0 1	0 1	0 0	8 12	8 12	2 3	1 2	2 3	3 4	1 2	0 0	2 3	35 35	70 70	145 145	8 8	13 13	15010 15010	20 20	5 5	4 4	0 1	2 3	4 6	0 1	0 1	86352 129528	
1 2	1 2	0 1	4 6	5 8	4 6	0 1	0 1	4 7	0 1	0 0	6 9	31 31	49 49	133 133	5 5	33 33	11417 11417	6 6	1 1	3 3	3 4	4 6	0 1	4 6	0 1	94901 142352	
0 0	0 1	3 4	1 2	6 9	5 8	3 4	0 1	5 8	1 2	1 1	15 22	25 25	53 53	102 102	4 4	21 21	9491 9491	5 5	3 3	2 2	4 6	2 3	0 1	4 6	2 3	214768 322152	
1 2	0 0	3 4	0 1	4 6	3 4	1 2	2 3	1 2	4 6	1 1	20 31	1 1	15 15	28 28	0 0	19 19	1975 1975	14 14	3 3	3 3	0 1	3 4	1 2	0 1	3 4	227917 341876	
0 0	3 4	0 0	1 2	1 2	7 10	3 4	1 2	2 3	0 1	0 0	8 13	31 31	52 52	99 99	5 5	20 20	11650 11650	9 9	3 3	2 2	4 6	4 6	1 2	0 1	1 2	125316 187975	
2 3	1 2	0 1	5 8	4 6	0 1	0 0	2 3	4 7	1 2	0 0	8 12	35 35	71 71	111 111	6 6	23 23	13023 13023	19 19	2 2	5 5	4 6	0 1	0 1	2 3	1 2	145094 217641	
0 0	0 0	2 3	5 8	1 2	0 1	0 1	0 1	1 2	1 2	1 1	15 22	39 39	93 93	173 173	9 9	15 15	16807 16807	15 15	1 1	1 1	3 4	3 4	4 6	3 4	2 3	207815 311722	
0 0	3 4	2 3	3 4	2 3	3 4	0 1	2 3	1 2	3 4	1 1	23 34	12 12	24 24	57 57	3 3	18 18	5417 5417	17 17	1 1	4 4	3 4	3 4	4 6	2 3	4 6	320000 480000	
2 3	3 4	2 3	2 3	3 4	2 3	2 3	0 1	0 1	1 2	1 1	14 21	11 11	24 24	44 44	3 3	49 49	6130 6130	8 8	1 1	4 4	3 4	1 2	3 4	1 2	2 3	178639 267958	
3 4	0 0	3 4	8 12	7 10	0 1	3 4	2 3	4 6	3 4	1 1	17 26	32 32	63 63	121 121	8 8	30 30	13989 13989	12 12	4 4	4 4	0 1	3 4	1 2	0 1	2 3	165206 247809	
0 0	0 0	0 0	8 12	7 10	8 12	2 3	0 0	3 4	2 3	1 1	21 32	26 26	64 64	136 136	6 6	13 13	12093 12093	2 2	4 4	2 2	4 6	1 2	3 4	3 4	3 4	285725 428588	
2 3	0 1	3 4	4 7	3 4	2 3	0 0	3 4	3 4	3 4	1 1	14 21	17 17	34 34	55 55	3 3	49 49	6202 6202	3 3	2 2	4 4	4 6	0 1	2 3	1 2	2 3	223710 335565	
2 3	2 3	3 4	1 2	4 6	7 10	4 6	0 1	1 2	4 6	0 0	4 7	28 28	65 65	109 109	7 7	34 34	11511 11511	5 5	3 3	5 5	3 4	1 2	1 2	0 1	0 1	80000 120000	
